From Date,To Date,PM2.5,PM10,NO2,NOx,SO2,CO,Ozone,NH3
28-01-2024 01:00,28-01-2024 02:00,199.25,240.0,249.12,185.2,15.52,3.75,25.7,56.43
18-01-2024 03:00,18-01-2024 04:00,146.75,184.5,15.1,18.05,13.65,0.31,27.62,23.52
22-04-2024 02:00,22-04-2024 03:00,40.25,147.25,58.5,48.0,14.53,0.63,55.68,2.78
14-06-2024 23:00,15-06-2024 00:00,27.67,59.33,56.2,39.03,11.67,0.9,18.7,21.53
23-05-2024 00:00,23-05-2024 01:00,62.0,80.5,45.2,35.52,3.35,0.45,27.3,20.77
04-01-2024 16:00,04-01-2024 17:00,207.75,282.0,22.4,24.12,11.15,1.6,15.9,28.5
12-09-2024 09:00,12-09-2024 10:00,10.75,13.75,66.95,66.3,21.85,1.04,10.28,28.7
01-03-2024 10:00,01-03-2024 11:00,99.5,173.25,91.58,59.8,6.88,0.97,25.95,25.7
14-08-2024 02:00,14-08-2024 03:00,38.5,43.5,51.77,56.53,6.9,1.35,12.53,30.12
29-11-2024 20:00,29-11-2024 21:00,172.0,283.0,399.57,248.15,7.35,6.36,7.97,50.03
16-11-2024 05:00,16-11-2024 06:00,452.25,549.0,6.47,25.32,4.25,2.22,31.27,16.07
12-12-2024 02:00,12-12-2024 03:00,223.0,301.0,263.6,163.2,11.45,2.35,5.85,37.48
21-10-2024 19:00,21-10-2024 20:00,107.25,205.0,376.23,235.88,5.7,3.54,10.4,19.7
22-09-2024 14:00,22-09-2024 15:00,56.75,79.0,13.47,26.47,4.55,0.6,52.27,40.42
11-04-2024 23:00,12-04-2024 00:00,47.0,111.33,90.17,60.5,8.6,1.91,12.73,30.37
23-10-2024 03:00,23-10-2024 04:00,304.25,384.5,430.98,274.05,7.47,2.75,11.68,18.7
05-01-2024 13:00,05-01-2024 14:00,159.0,275.0,27.75,27.62,19.4,1.94,15.9,34.55
15-03-2024 22:00,15-03-2024 23:00,53.25,123.0,64.97,46.77,4.33,1.9,11.95,14.7
23-11-2024 02:00,23-11-2024 03:00,248.5,317.25,329.27,208.12,7.58,4.79,15.28,46.6
04-07-2024 13:00,04-07-2024 14:00,32.0,50.0,4.0,8.5,17.6,1.28,22.45,11.7
16-04-2024 21:00,16-04-2024 22:00,33.5,85.0,19.85,17.67,7.2,0.97,26.65,10.52
09-10-2024 16:00,09-10-2024 17:00,38.5,98.0,33.27,34.25,7.75,0.82,32.5,15.83
02-02-2024 21:00,02-02-2024 22:00,105.25,133.75,27.88,32.17,19.97,2.07,22.32,20.73
04-02-2024 23:00,05-02-2024 00:00,70.33,85.0,23.87,31.37,16.33,0.93,24.4,15.47
08-04-2024 22:00,08-04-2024 23:00,75.0,122.5,49.78,36.23,23.75,2.06,12.55,23.5
04-03-2024 20:00,04-03-2024 21:00,53.75,137.75,86.07,56.9,6.38,1.55,14.7,22.73
22-06-2024 15:00,22-06-2024 16:00,59.5,90.0,19.32,19.58,15.08,1.33,53.75,20.78
06-08-2024 00:00,06-08-2024 01:00,18.75,21.75,52.78,35.9,6.47,0.93,47.55,37.62
22-05-2024 14:00,22-05-2024 15:00,93.25,119.0,11.25,12.4,11.12,0.32,62.1,31.67
28-10-2024 15:00,28-10-2024 16:00,77.0,138.0,67.38,81.1,13.1,1.58,37.48,15.82
17-04-2024 15:00,17-04-2024 16:00,22.0,85.75,52.42,40.62,21.0,0.57,52.67,12.43
21-08-2024 19:00,21-08-2024 20:00,49.5,56.0,53.72,54.87,11.82,1.25,16.45,28.8
23-05-2024 18:00,23-05-2024 19:00,63.25,81.0,9.37,8.9,,1.14,21.88,36.98
02-09-2024 11:00,02-09-2024 12:00,35.75,40.75,35.42,49.58,10.95,0.0,15.1,52.42
29-03-2024 05:00,29-03-2024 06:00,122.75,170.0,26.98,20.43,,0.98,17.8,20.27
27-03-2024 02:00,27-03-2024 03:00,91.75,134.5,114.2,70.83,18.35,1.97,17.73,36.62
07-05-2024 03:00,07-05-2024 04:00,169.25,282.0,89.0,58.9,10.35,1.86,11.93,32.0
05-05-2024 13:00,05-05-2024 14:00,59.0,138.5,60.3,42.12,14.62,0.59,82.73,23.2
17-08-2024 22:00,17-08-2024 23:00,37.75,42.75,103.92,95.1,14.27,2.67,11.62,36.52
13-03-2024 02:00,13-03-2024 03:00,84.25,155.75,71.05,46.2,13.57,1.15,11.57,26.82
12-06-2024 09:00,12-06-2024 10:00,61.0,136.75,49.52,33.05,9.65,0.69,35.55,26.75
11-11-2024 10:00,11-11-2024 11:00,,,34.07,46.95,9.03,1.64,26.85,21.05
15-08-2024 20:00,15-08-2024 21:00,31.25,36.0,56.25,59.53,15.38,1.52,17.12,26.12
13-04-2024 06:00,13-04-2024 07:00,93.25,164.5,168.83,106.78,15.9,1.85,,37.38
04-10-2024 10:00,04-10-2024 11:00,23.75,63.75,37.98,43.55,6.45,0.68,4.93,25.48
16-11-2024 10:00,16-11-2024 11:00,347.5,466.5,13.22,31.4,16.48,2.52,55.95,17.75
02-07-2024 02:00,02-07-2024 03:00,37.25,55.5,9.68,17.48,5.33,1.06,20.77,16.73
17-03-2024 13:00,17-03-2024 14:00,39.25,80.25,43.1,33.12,10.9,0.61,81.6,15.8
23-11-2024 09:00,23-11-2024 10:00,223.25,284.5,84.45,58.72,,1.69,17.18,19.92
09-09-2024 12:00,09-09-2024 13:00,50.25,69.25,18.28,33.33,15.38,1.09,55.05,35.48
26-08-2024 21:00,26-08-2024 22:00,,,66.7,66.25,12.12,1.36,15.12,32.62
28-12-2024 22:00,28-12-2024 23:00,138.25,194.25,68.92,56.27,17.42,1.68,14.5,45.38
03-09-2024 14:00,03-09-2024 15:00,26.0,35.25,48.93,56.12,11.27,0.72,30.73,31.12
31-10-2024 09:00,31-10-2024 10:00,235.25,326.75,96.68,66.53,16.02,1.69,11.3,14.95
26-03-2024 20:00,26-03-2024 21:00,109.75,202.5,58.55,42.25,11.28,2.66,17.75,23.95
14-04-2024 18:00,14-04-2024 19:00,33.25,76.0,62.15,48.57,13.3,1.14,8.82,11.97
01-06-2024 02:00,01-06-2024 03:00,119.0,164.25,52.77,34.88,3.5,1.93,2.0,26.0
05-06-2024 12:00,05-06-2024 13:00,136.25,215.75,46.5,31.55,11.1,0.57,18.2,26.95
12-08-2024 02:00,12-08-2024 03:00,19.0,21.75,45.92,53.38,22.17,1.3,8.85,47.52
28-10-2024 13:00,28-10-2024 14:00,87.25,151.5,59.5,73.65,14.75,1.4,33.15,12.12
08-12-2024 08:00,08-12-2024 09:00,286.25,386.75,410.1,345.47,5.28,2.86,8.27,55.05
24-11-2024 10:00,24-11-2024 11:00,86.0,128.0,47.0,39.2,,0.71,39.45,17.25
26-12-2024 21:00,26-12-2024 22:00,286.0,396.5,269.25,185.05,24.88,5.22,16.17,101.7
28-02-2024 13:00,28-02-2024 14:00,22.25,61.75,33.77,26.27,1.83,0.91,54.77,17.65
01-05-2024 13:00,01-05-2024 14:00,31.5,125.25,55.35,42.62,16.77,0.63,69.8,13.22
08-08-2024 03:00,08-08-2024 04:00,22.5,26.5,21.98,33.95,23.25,0.84,5.18,43.17
07-11-2024 07:00,07-11-2024 08:00,221.5,245.25,247.6,233.8,13.9,4.35,6.05,68.4
16-10-2024 11:00,16-10-2024 12:00,86.25,203.5,45.82,42.15,3.85,1.22,98.2,32.2
17-09-2024 02:00,17-09-2024 03:00,47.75,70.75,151.78,124.88,16.23,2.3,10.77,
11-04-2024 00:00,11-04-2024 01:00,88.75,161.5,193.5,120.05,12.25,2.57,12.67,53.23
04-12-2024 07:00,04-12-2024 08:00,71.0,112.0,97.7,68.43,12.03,0.97,9.85,20.1
24-07-2024 10:00,24-07-2024 11:00,19.25,21.25,161.28,95.15,10.1,1.24,29.82,79.58
15-10-2024 12:00,15-10-2024 13:00,35.25,123.25,31.98,34.58,7.1,0.88,76.9,19.23
06-11-2024 15:00,06-11-2024 16:00,130.5,142.5,51.9,47.4,13.83,0.52,47.08,21.3
21-02-2024 23:00,22-02-2024 00:00,72.67,138.67,25.73,35.4,14.47,0.9,27.97,12.67
02-02-2024 03:00,02-02-2024 04:00,73.5,94.0,80.97,71.07,15.7,1.89,24.23,26.73
06-09-2024 06:00,06-09-2024 07:00,42.25,65.25,176.32,158.62,11.15,1.79,14.22,3.3
29-04-2024 16:00,29-04-2024 17:00,49.0,260.25,45.72,35.67,16.82,0.7,57.4,12.33
15-09-2024 00:00,15-09-2024 01:00,35.25,59.25,107.83,90.03,16.7,1.74,10.48,
20-10-2024 23:00,21-10-2024 00:00,188.33,303.33,,452.47,14.1,5.6,9.37,31.07
08-02-2024 08:00,08-02-2024 09:00,59.5,81.25,9.78,18.95,17.42,0.77,47.75,9.95
15-07-2024 11:00,15-07-2024 12:00,22.5,29.0,23.48,22.05,11.82,0.46,27.75,24.55
10-01-2024 11:00,10-01-2024 12:00,129.0,190.25,22.1,23.0,18.15,,13.6,27.55
28-04-2024 06:00,28-04-2024 07:00,61.75,80.0,77.92,54.25,16.27,1.31,15.55,21.55
12-05-2024 21:00,12-05-2024 22:00,123.5,172.75,27.05,26.5,25.55,2.72,12.0,20.77
12-06-2024 16:00,12-06-2024 17:00,41.5,71.5,48.2,32.62,7.42,0.69,54.08,26.3
07-02-2024 13:00,07-02-2024 14:00,32.5,67.5,5.07,13.85,20.85,0.57,123.2,5.45
26-07-2024 19:00,26-07-2024 20:00,73.75,91.5,160.57,93.73,15.13,1.79,19.27,57.07
17-04-2024 00:00,17-04-2024 01:00,32.0,84.0,45.67,36.77,8.1,0.74,29.77,12.9
30-11-2024 04:00,30-11-2024 05:00,248.0,329.0,314.85,199.12,7.0,5.03,6.7,41.18
15-04-2024 09:00,15-04-2024 10:00,94.75,179.5,55.85,42.15,16.18,0.97,11.7,13.95
04-09-2024 02:00,04-09-2024 03:00,24.5,29.0,40.6,49.75,13.25,0.64,16.18,33.6
19-06-2024 21:00,19-06-2024 22:00,50.75,141.5,29.0,25.4,22.68,1.57,99.72,18.7
15-05-2024 22:00,15-05-2024 23:00,121.75,165.75,201.45,120.8,11.28,4.8,,
31-05-2024 06:00,31-05-2024 07:00,75.25,92.5,67.23,45.5,12.78,1.59,2.05,19.4
07-07-2024 09:00,07-07-2024 10:00,6.5,13.0,7.6,14.88,14.1,0.94,13.6,14.93
16-03-2024 13:00,16-03-2024 14:00,44.0,90.25,16.2,7.08,20.0,0.82,108.78,6.4
09-08-2024 13:00,09-08-2024 14:00,21.25,25.5,,,17.95,1.21,9.8,
24-02-2024 07:00,24-02-2024 08:00,100.0,189.25,147.25,90.97,4.6,2.54,12.12,31.18
20-03-2024 20:00,20-03-2024 21:00,65.75,143.75,56.4,40.25,11.48,1.7,18.45,21.82
20-03-2024 15:00,20-03-2024 16:00,35.25,84.5,42.75,31.6,8.43,0.56,70.35,16.35
27-04-2024 12:00,27-04-2024 13:00,29.5,95.25,38.43,31.62,12.7,0.78,78.97,13.2
16-01-2024 03:00,16-01-2024 04:00,331.5,417.25,82.9,68.98,16.4,2.78,18.38,75.5
09-11-2024 10:00,09-11-2024 11:00,138.5,152.0,43.88,53.38,22.57,1.72,26.25,22.0
19-05-2024 19:00,19-05-2024 20:00,74.25,116.75,40.55,31.88,6.7,0.77,14.5,24.25
04-05-2024 00:00,04-05-2024 01:00,107.75,191.0,34.1,27.3,13.43,1.32,19.33,18.2
06-11-2024 03:00,06-11-2024 04:00,190.5,208.25,,447.9,10.95,5.7,8.47,22.3
16-06-2024 15:00,16-06-2024 16:00,43.25,84.5,30.9,26.55,15.1,1.08,46.42,20.45
10-10-2024 17:00,10-10-2024 18:00,28.0,129.0,38.88,39.9,9.88,0.85,34.6,25.33
15-03-2024 19:00,15-03-2024 20:00,27.25,72.0,88.35,59.35,16.73,1.17,15.07,20.3
09-03-2024 08:00,09-03-2024 09:00,98.25,157.75,46.17,33.65,8.38,0.98,26.0,16.6
26-12-2024 06:00,26-12-2024 07:00,137.25,204.25,86.4,68.4,26.92,1.4,14.53,17.73
21-04-2024 01:00,21-04-2024 02:00,36.0,94.25,60.27,43.8,13.03,0.93,37.5,15.85
20-05-2024 16:00,20-05-2024 17:00,78.0,113.25,13.12,16.7,4.2,0.39,46.92,33.8
13-12-2024 14:00,13-12-2024 15:00,54.75,139.25,70.53,50.05,11.28,0.75,58.25,25.1
06-08-2024 20:00,06-08-2024 21:00,15.0,18.0,29.88,38.4,7.95,1.09,49.22,51.72
23-03-2024 18:00,23-03-2024 19:00,16.75,76.0,27.02,21.95,15.5,0.79,35.92,16.62
14-08-2024 10:00,14-08-2024 11:00,57.25,64.0,143.48,110.68,8.72,1.43,16.12,9.1
31-03-2024 19:00,31-03-2024 20:00,15.75,66.25,15.35,13.92,10.45,0.77,38.67,18.6
03-07-2024 05:00,03-07-2024 06:00,34.25,39.0,8.55,17.8,11.52,1.14,,18.32
27-04-2024 23:00,28-04-2024 00:00,50.0,118.67,67.83,47.6,,0.95,29.07,17.13
29-09-2024 14:00,29-09-2024 15:00,,1.0,56.83,60.95,14.8,0.27,23.62,17.43
20-10-2024 02:00,20-10-2024 03:00,136.75,240.0,174.43,139.78,13.43,4.38,9.33,128.73
19-08-2024 10:00,19-08-2024 11:00,,,29.02,43.88,7.4,1.09,11.65,46.02
27-04-2024 19:00,27-04-2024 20:00,41.25,121.25,52.75,39.8,18.57,1.04,35.75,18.2
01-04-2024 00:00,01-04-2024 01:00,38.0,81.5,30.62,24.3,14.65,0.7,24.35,12.92
27-02-2024 03:00,27-02-2024 04:00,112.0,179.75,70.88,47.67,5.6,0.82,11.65,26.73
09-05-2024 14:00,09-05-2024 15:00,,,75.42,49.4,57.98,1.49,73.85,3.85
29-08-2024 19:00,29-08-2024 20:00,27.25,37.5,107.25,101.6,19.9,2.45,12.8,16.28
21-04-2024 16:00,21-04-2024 17:00,27.0,61.75,71.7,56.0,5.67,0.82,58.33,3.6
13-09-2024 12:00,13-09-2024 13:00,19.0,30.0,55.3,53.27,12.32,1.34,10.92,20.93
25-11-2024 11:00,25-11-2024 12:00,351.5,420.0,53.83,42.9,7.88,1.69,47.47,20.93
26-09-2024 19:00,26-09-2024 20:00,21.0,39.0,103.05,90.98,2.12,1.86,1.55,28.2
12-03-2024 15:00,12-03-2024 16:00,38.75,73.0,111.82,71.5,6.1,0.51,62.53,22.15
29-07-2024 17:00,29-07-2024 18:00,63.75,76.25,120.12,72.53,,1.09,35.88,113.15
16-01-2024 04:00,16-01-2024 05:00,301.25,376.0,67.08,57.02,7.62,2.44,18.98,63.22
07-06-2024 08:00,07-06-2024 09:00,111.75,238.25,46.67,31.38,10.73,0.81,2.0,26.6
29-12-2024 08:00,29-12-2024 09:00,104.5,135.0,37.65,35.77,13.47,0.72,14.15,31.32
25-06-2024 14:00,25-06-2024 15:00,62.5,81.5,,,5.1,0.56,17.75,
22-10-2024 01:00,22-10-2024 02:00,159.25,240.25,,405.2,11.52,4.13,9.57,25.15
28-02-2024 03:00,28-02-2024 04:00,85.0,128.5,35.48,27.58,7.57,0.97,14.25,17.4
15-06-2024 08:00,15-06-2024 09:00,53.5,105.75,94.33,60.05,6.97,0.88,10.0,19.3
26-10-2024 06:00,26-10-2024 07:00,108.5,173.75,197.13,129.15,16.88,1.37,10.15,14.1
04-11-2024 11:00,04-11-2024 12:00,226.0,321.5,126.85,82.42,14.93,1.97,31.13,16.75
28-03-2024 11:00,28-03-2024 12:00,70.5,138.0,71.4,48.95,31.38,1.08,59.38,20.48
03-05-2024 19:00,03-05-2024 20:00,68.5,163.0,38.35,30.1,16.35,1.73,19.7,17.55
16-12-2024 04:00,16-12-2024 05:00,294.75,359.25,386.35,237.6,5.1,3.7,5.22,47.48
30-05-2024 11:00,30-05-2024 12:00,107.0,143.5,37.23,27.33,14.5,1.09,82.5,26.82
10-12-2024 07:00,10-12-2024 08:00,111.25,157.75,109.55,72.35,7.95,1.17,6.77,27.0
13-12-2024 19:00,13-12-2024 20:00,97.0,165.5,106.38,68.6,14.2,1.39,16.95,24.3
12-12-2024 15:00,12-12-2024 16:00,75.0,133.25,64.95,45.83,7.9,0.93,59.58,25.08
17-08-2024 04:00,17-08-2024 05:00,16.25,18.25,62.7,65.3,14.83,1.36,11.07,18.0
10-01-2024 09:00,10-01-2024 10:00,81.0,123.75,14.47,17.52,17.95,1.04,14.5,21.95
05-05-2024 02:00,05-05-2024 03:00,119.5,253.75,127.8,80.55,9.8,3.15,11.57,33.8
06-08-2024 21:00,06-08-2024 22:00,16.0,19.0,28.2,38.65,11.12,1.14,45.47,58.25
17-07-2024 15:00,17-07-2024 16:00,32.0,38.25,37.83,30.0,13.27,0.91,22.77,26.85
18-09-2024 06:00,18-09-2024 07:00,54.75,69.25,107.2,91.95,19.43,1.5,11.05,24.67
15-12-2024 06:00,15-12-2024 07:00,201.25,268.25,356.57,219.93,,2.4,5.83,47.45
16-02-2024 10:00,16-02-2024 11:00,178.0,269.75,17.25,26.93,18.6,1.08,56.9,3.25
30-08-2024 23:00,31-08-2024 00:00,34.67,46.67,63.7,65.83,,1.25,8.53,27.4
26-07-2024 23:00,27-07-2024 00:00,116.33,146.0,81.23,50.07,16.83,1.71,11.4,55.93
26-08-2024 16:00,26-08-2024 17:00,,,77.0,72.8,11.75,1.13,12.6,28.93
13-10-2024 12:00,13-10-2024 13:00,39.5,242.0,30.1,34.8,13.75,0.82,83.55,16.7
28-03-2024 23:00,29-03-2024 00:00,62.0,119.33,22.87,19.63,11.67,0.87,24.23,17.83
06-02-2024 01:00,06-02-2024 02:00,30.75,43.25,3.27,17.3,5.47,0.48,23.23,8.28
17-07-2024 20:00,17-07-2024 21:00,39.5,57.25,34.83,29.0,2.5,1.86,7.65,22.03
08-04-2024 07:00,08-04-2024 08:00,101.5,129.25,84.67,55.25,23.77,1.23,14.25,29.02
31-03-2024 05:00,31-03-2024 06:00,140.5,241.75,90.48,61.22,13.93,1.41,13.9,18.17
16-07-2024 19:00,16-07-2024 20:00,35.75,56.75,30.52,25.95,15.68,0.76,29.6,25.32
13-07-2024 21:00,13-07-2024 22:00,43.25,70.0,32.9,27.12,3.52,0.67,28.52,26.55
24-01-2024 05:00,24-01-2024 06:00,146.5,201.75,18.42,25.58,1.62,1.51,26.12,23.12
26-08-2024 13:00,26-08-2024 14:00,,,47.92,51.12,15.85,0.92,14.5,31.52
29-06-2024 06:00,29-06-2024 07:00,82.5,127.5,7.2,16.85,19.42,1.35,16.25,17.53
29-03-2024 10:00,29-03-2024 11:00,139.75,215.0,67.78,44.17,33.33,1.14,41.0,27.52
23-10-2024 04:00,23-10-2024 05:00,381.25,462.5,398.82,254.95,9.18,3.08,11.97,21.73
08-07-2024 14:00,08-07-2024 15:00,8.75,14.75,8.42,19.9,18.3,1.04,31.25,16.5
04-06-2024 15:00,04-06-2024 16:00,95.75,134.25,54.8,36.55,14.4,0.59,46.45,25.05
12-02-2024 06:00,12-02-2024 07:00,109.0,130.5,98.38,83.07,26.6,2.6,22.05,18.25
26-02-2024 02:00,26-02-2024 03:00,90.75,154.0,78.67,52.15,10.43,1.31,13.7,24.77
24-08-2024 15:00,24-08-2024 16:00,,,15.05,16.55,12.18,0.96,15.17,46.77
09-03-2024 12:00,09-03-2024 13:00,40.25,87.25,30.15,24.3,11.32,0.63,65.38,8.57
13-10-2024 01:00,13-10-2024 02:00,127.0,244.5,153.78,124.77,,3.38,9.12,67.43
07-10-2024 13:00,07-10-2024 14:00,,,52.97,51.37,12.4,0.75,35.5,18.2
20-06-2024 12:00,20-06-2024 13:00,39.75,74.0,71.82,49.2,18.02,1.32,115.97,16.62
26-12-2024 08:00,26-12-2024 09:00,157.25,240.75,170.8,123.95,23.38,2.49,14.88,10.9
12-03-2024 22:00,12-03-2024 23:00,71.5,130.5,24.35,19.93,9.53,0.96,22.9,18.45
07-08-2024 14:00,07-08-2024 15:00,18.5,20.75,31.5,43.5,9.58,1.33,5.03,52.85
27-12-2024 23:00,28-12-2024 00:00,51.67,61.33,44.9,39.93,13.77,0.74,13.53,36.77
29-03-2024 20:00,29-03-2024 21:00,13.0,69.0,109.18,73.05,9.38,1.67,13.45,30.07
28-12-2024 01:00,28-12-2024 02:00,51.75,63.5,49.08,42.85,11.35,0.79,13.65,34.95
10-03-2024 14:00,10-03-2024 15:00,50.0,91.5,48.6,35.85,19.8,0.64,82.88,15.65
29-07-2024 11:00,29-07-2024 12:00,59.5,75.25,123.95,75.75,1.15,1.16,45.43,262.55
03-04-2024 12:00,03-04-2024 13:00,28.5,44.75,19.3,7.53,14.2,0.81,86.97,14.95
27-10-2024 23:00,28-10-2024 00:00,205.33,326.33,,423.17,4.1,5.62,10.77,25.6
29-11-2024 11:00,29-11-2024 12:00,239.5,319.0,92.55,64.53,13.1,1.02,29.0,21.73
21-09-2024 09:00,21-09-2024 10:00,24.0,36.5,34.75,44.4,8.52,0.58,8.95,36.03
08-03-2024 05:00,08-03-2024 06:00,75.0,131.75,50.57,36.55,7.45,1.05,14.05,19.07
04-11-2024 04:00,04-11-2024 05:00,219.0,279.0,378.75,242.12,13.8,3.15,9.05,18.48
24-10-2024 11:00,24-10-2024 12:00,114.75,219.25,136.38,92.1,7.8,1.22,49.95,17.4
21-11-2024 03:00,21-11-2024 04:00,203.75,266.5,90.35,64.5,,1.58,16.18,20.05
02-03-2024 01:00,02-03-2024 02:00,61.0,99.75,49.57,37.35,11.1,0.72,15.32,19.52
01-04-2024 18:00,01-04-2024 19:00,,1.0,60.9,46.8,4.85,0.8,40.8,7.32
11-12-2024 02:00,11-12-2024 03:00,86.75,124.25,54.75,40.73,14.45,0.74,24.93,23.83
14-06-2024 04:00,14-06-2024 05:00,48.5,92.75,88.73,56.55,4.4,0.84,16.05,23.73
05-08-2024 08:00,05-08-2024 09:00,26.5,30.0,58.1,39.55,7.13,1.13,48.6,43.43
16-05-2024 19:00,16-05-2024 20:00,106.25,153.5,50.45,37.5,7.78,2.38,2.77,27.95
18-10-2024 22:00,18-10-2024 23:00,129.25,280.5,257.38,202.55,19.18,7.05,1.23,183.35
02-03-2024 03:00,02-03-2024 04:00,43.5,66.25,51.92,38.83,10.8,0.57,15.55,14.6
09-04-2024 00:00,09-04-2024 01:00,125.25,185.0,60.77,41.85,26.4,1.93,12.93,27.93
13-11-2024 03:00,13-11-2024 04:00,727.75,888.0,15.75,30.57,8.07,3.93,33.3,17.55
09-11-2024 23:00,10-11-2024 00:00,168.67,190.67,85.63,90.3,11.33,3.8,26.33,32.03
28-10-2024 02:00,28-10-2024 03:00,178.75,283.0,,333.33,8.95,3.08,10.35,24.38
29-09-2024 15:00,29-09-2024 16:00,,,56.4,58.48,15.1,0.42,20.6,19.95
12-02-2024 17:00,12-02-2024 18:00,111.5,146.0,2.1,14.03,14.6,1.45,54.05,4.17
22-03-2024 14:00,22-03-2024 15:00,65.25,94.75,18.62,16.88,19.0,0.82,73.62,18.95
27-01-2024 04:00,27-01-2024 05:00,162.0,196.5,120.27,94.7,10.58,2.04,26.05,38.65
27-03-2024 12:00,27-03-2024 13:00,98.75,213.75,60.3,40.4,18.7,0.94,50.42,23.32
19-08-2024 02:00,19-08-2024 03:00,34.75,40.75,132.7,119.62,10.9,2.4,11.37,16.55
19-10-2024 07:00,19-10-2024 08:00,206.5,335.0,295.82,234.07,22.92,5.33,1.05,212.6
09-09-2024 04:00,09-09-2024 05:00,30.25,40.75,43.38,52.9,14.9,1.0,14.95,30.15
24-05-2024 20:00,24-05-2024 21:00,77.25,98.5,55.68,40.97,3.3,1.24,8.6,20.43
14-02-2024 15:00,14-02-2024 16:00,111.25,114.75,4.38,17.48,26.15,0.68,157.3,5.15
24-11-2024 22:00,24-11-2024 23:00,154.75,220.25,163.4,107.12,8.93,2.89,16.2,29.77
21-04-2024 05:00,21-04-2024 06:00,37.25,84.0,58.47,42.95,21.68,0.94,20.18,20.6
24-07-2024 23:00,25-07-2024 00:00,94.33,145.33,131.97,78.47,8.3,1.88,27.87,84.53
23-01-2024 00:00,23-01-2024 01:00,,,39.4,37.0,17.93,1.5,26.6,27.18
25-12-2024 15:00,25-12-2024 16:00,127.25,172.25,54.6,44.93,13.67,0.65,19.07,28.98
08-08-2024 09:00,08-08-2024 10:00,22.5,27.0,37.65,48.4,15.72,1.39,5.6,55.2
10-03-2024 10:00,10-03-2024 11:00,109.0,168.0,44.43,33.27,23.73,0.76,64.85,14.85
09-05-2024 23:00,10-05-2024 00:00,75.67,104.33,48.77,35.13,12.6,1.11,16.63,12.23
03-08-2024 07:00,03-08-2024 08:00,26.25,30.25,72.0,47.5,,1.09,53.45,50.05
12-06-2024 05:00,12-06-2024 06:00,84.0,122.75,48.85,32.38,15.85,0.74,2.02,27.57
05-09-2024 13:00,05-09-2024 14:00,38.75,48.75,43.08,47.58,12.85,0.87,94.6,29.3
22-09-2024 08:00,22-09-2024 09:00,81.5,108.5,49.5,54.6,2.03,0.95,5.9,40.1
10-01-2024 04:00,10-01-2024 05:00,70.5,105.75,11.03,15.0,15.53,0.72,20.75,17.27
10-08-2024 20:00,10-08-2024 21:00,27.5,35.25,146.55,124.62,13.67,2.43,8.15,14.32
27-10-2024 18:00,27-10-2024 19:00,112.5,197.75,369.08,230.47,8.58,2.91,10.02,17.7
02-12-2024 23:00,03-12-2024 00:00,116.0,197.0,374.3,232.5,2.73,4.24,6.7,38.1
21-04-2024 19:00,21-04-2024 20:00,32.25,68.75,59.7,49.67,6.62,1.15,39.98,8.1
12-07-2024 00:00,12-07-2024 01:00,27.75,85.0,,,,,,
11-11-2024 23:00,12-11-2024 00:00,212.67,296.67,171.37,169.1,32.27,9.13,26.47,50.93
26-06-2024 05:00,26-06-2024 06:00,50.75,80.75,12.52,19.27,0.53,1.46,13.45,19.4
23-02-2024 11:00,23-02-2024 12:00,60.0,118.5,19.1,30.5,12.38,,,14.82
23-06-2024 03:00,23-06-2024 04:00,59.25,88.25,29.1,24.62,2.85,1.56,38.52,23.12
19-06-2024 04:00,19-06-2024 05:00,55.75,111.25,41.33,32.05,6.28,1.1,9.02,18.2
22-11-2024 22:00,22-11-2024 23:00,245.0,318.0,219.43,141.45,7.92,4.15,15.6,35.7
02-02-2024 07:00,02-02-2024 08:00,37.0,45.25,36.97,38.45,5.67,0.77,23.18,16.88
30-07-2024 05:00,30-07-2024 06:00,75.0,87.5,101.03,62.4,11.85,0.75,34.92,88.05
13-09-2024 03:00,13-09-2024 04:00,,,22.52,34.5,19.98,0.53,11.88,32.5
11-06-2024 13:00,11-06-2024 14:00,55.5,83.75,50.52,33.58,9.6,0.55,51.42,26.58
29-09-2024 23:00,30-09-2024 00:00,38.33,70.0,114.87,98.7,2.7,1.84,0.67,8.67
17-11-2024 21:00,17-11-2024 22:00,489.75,729.25,2.55,20.05,13.65,4.43,17.93,14.6
26-12-2024 12:00,26-12-2024 13:00,261.25,334.75,63.02,48.0,24.23,1.37,17.85,48.25
11-04-2024 02:00,11-04-2024 03:00,99.75,181.75,200.1,123.2,10.9,2.36,13.12,40.88
21-09-2024 06:00,21-09-2024 07:00,23.25,38.25,87.22,82.2,11.15,0.95,0.3,23.23
21-06-2024 14:00,21-06-2024 15:00,48.25,90.5,20.45,11.18,14.6,1.31,59.55,22.38
07-05-2024 09:00,07-05-2024 10:00,232.75,430.0,91.05,61.65,28.25,2.13,130.62,21.2
30-03-2024 20:00,30-03-2024 21:00,71.0,175.75,143.58,91.33,12.07,2.71,13.18,39.17
24-02-2024 21:00,24-02-2024 22:00,140.0,272.75,113.95,73.7,6.38,2.69,12.0,33.4
27-12-2024 12:00,27-12-2024 13:00,125.0,151.0,38.42,34.9,19.82,1.18,14.0,40.02
16-09-2024 14:00,16-09-2024 15:00,28.5,81.75,28.88,35.55,4.57,0.73,18.32,31.45
